score_fotometria,score_orbital,score_estelar,score_falsos_positivos
0.48318258,0.5367898,0.84682786,0.7310094
0.25846258,0.3964277,0.19219273,0.5
0.9096434,0.5599767,0.6496824,0.7310094
0.7893374,0.5149558,0.73019034,0.7310094
0.75076324,0.5533006,0.11224056,0.7310094
0.79260683,0.7234333,0.69494504,0.7310094
0.5054066,0.5951777,0.38564852,0.7310094
0.9352328,0.5614952,0.2660576,0.7310094
0.89481294,0.79937494,0.26259434,0.7310094
0.76792836,0.5318934,0.028295018,0.5
0.59816206,0.5727837,0.25462428,0.7310094
0.8842702,0.60211617,0.9264102,0.7310094
0.6658841,0.5257947,0.12184956,0.5
0.6330873,0.367857,0.018691547,0.5
0.666205,0.536975,0.1381255,0.7310094
0.63207257,0.5491727,0.056400593,0.7310094
0.78505254,0.70548946,0.96913034,0.7310094
0.40568385,0.40865776,0.7200713,0.7310094
0.9259864,0.60803854,0.9524012,0.7310094
0.8205075,0.61575115,0.8753086,0.7310094
0.94760686,0.40446433,0.14657916,0.7310094
0.9247603,0.5322263,1.4697183e-15,0.5
0.49831405,0.5875019,0.58391404,0.7310094
0.68255085,0.80173075,0.9581918,0.7310094
0.79221493,0.6215256,0.9523836,0.7310094
0.91253525,0.5458607,0.8252521,0.7310094
0.7002749,0.46914327,0.049293105,0.5
0.08198133,0.4609357,0.21036991,0.5
0.77420837,0.4587865,0.83506155,0.5
0.009813333,0.08218468,0.9115018,0.5
0.8499968,0.5717125,0.40311366,0.7310094
0.91025114,0.50383174,0.76421225,0.7310094
0.673065,0.24631071,0.368111,0.5
0.75723857,0.6024992,0.40995,0.7310094
0.92779464,0.7781338,0.90615934,0.7310094
0.19242133,0.4888039,0.43679944,0.5
0.61705446,0.7088533,0.5256649,0.7310094
0.9646015,0.67761093,0.96361005,0.7310094
0.7642591,0.5809626,0.8237157,0.7310094
0.830572,0.56591785,0.8664028,0.7310094
0.8631585,0.5486587,0.7468576,0.7310094
0.8444676,0.54176915,0.8656901,0.7310094
0.95140207,0.8197942,0.9283077,0.7310094
0.67104954,0.8463277,0.901319,0.7310094
0.7993875,0.5451459,0.324823,0.7310094
0.5702545,0.56641334,0.0089924075,0.5
0.7607663,0.54321665,0.3627446,0.5
0.686635,0.5927217,0.56602126,0.7310094
0.72199094,0.523568,0.9584213,0.7310094
0.6697864,0.5170956,0.95553887,0.7310094
0.6386529,0.5368655,0.46209767,0.5
0.8653336,0.18884875,0.41137704,0.5
0.53897196,0.5504686,0.021516658,0.5
0.85581666,0.42942533,0.15884292,0.7310094
0.48021936,0.5594588,0.032904048,0.5
0.91506183,0.7427585,0.9590923,0.7310094
0.5098181,0.48759347,0.23516555,0.7310094
0.27510667,0.56470877,0.004841985,0.5
0.29424015,0.5179872,0.014015027,0.5
0.68570197,0.55877036,0.0054657897,0.5
0.48853943,0.6560317,0.27463576,0.5
0.7202948,0.5611689,0.9115382,0.7310094
0.7412797,0.54207,0.79342425,0.7310094
0.76723135,0.4923263,0.23184319,0.5
0.8483148,0.56082946,0.10998675,0.7310094
0.89577675,0.7710241,0.9443471,0.7310094
0.95739543,0.8365687,0.9407609,0.7310094
0.7252719,0.4988551,0.38208887,0.7310094
0.641885,0.5655319,0.9475696,0.7310094
0.6001974,0.5564258,0.0856248,0.7310094
0.7858665,0.535632,0.03378009,0.5
0.43186635,0.5876807,0.4501425,0.5
0.6640578,0.30304882,0.4178926,0.7310094
0.027059903,0.49632505,0.8818166,0.5
0.81618625,0.66194165,0.30148932,0.7310094
0.9199378,0.57091904,0.934715,0.7310094
0.7926594,0.57021505,0.24455437,0.5
0.9534581,0.58479196,0.73663235,0.7310094
0.7518145,0.6945485,0.7850574,0.7310094
0.60534286,0.48727438,0.01647346,0.5
0.96764195,0.8283458,0.92315125,0.7310094
0.060037676,0.5186245,0.4195185,0.5
0.23224789,0.5532537,0.01828932,0.5
0.008151208,0.0025510022,0.17523335,0.7310094
0.3406003,0.5524212,0.22470918,0.5
0.5112086,0.5526411,0.11753252,0.5
0.6748431,0.59363246,0.39086413,0.7310094
0.32454675,0.3232316,0.4386414,0.5
0.47663635,0.53809035,0.32106254,0.5
0.66114765,0.5494865,0.12427384,0.7310094
0.86748666,0.5254985,0.84861135,0.7310094
0.58201385,0.5615659,0.545792,0.7310094
0.048852295,0.7250027,0.16922955,0.5
0.6232058,0.5167016,0.8980348,0.7310094
0.7021696,0.6286312,0.9391813,0.7310094
0.5760539,0.55439836,0.95006645,0.7310094
0.5512843,0.5612048,0.30685732,0.7310094
0.54936904,0.5053817,0.12497848,0.7310094
0.65934765,0.65525997,0.4432033,0.7310094
0.69274837,0.7064003,0.33452016,0.7310094
0.72261864,0.522586,0.28210625,0.5
0.58977556,0.5598101,0.19134796,0.7310094
0.5613197,0.5417937,0.09553946,0.7310094
0.05824588,0.47435218,0.114838235,0.5
0.9371587,0.7589035,0.9419803,0.7310094
0.42956716,0.46770608,0.037515566,0.5
0.102755144,0.27570912,0.34967923,0.5
0.61718106,0.5141897,0.43275565,0.7310094
0.18290065,0.78918344,0.018602675,0.5
0.6274677,0.784194,0.9199266,0.7310094
0.19270052,0.7173396,0.9197507,0.7310094
0.004216663,0.5563476,0.000971014,0.5
0.89554477,0.47861552,0.015655871,0.5
0.88584,0.5330377,0.12321377,0.5
0.9242847,0.5981265,0.94008017,0.7310094
0.54296696,0.56985754,0.11845468,0.5
0.82970273,0.61981964,0.42814574,0.5
0.95977783,0.8199396,0.9200628,0.7310094
0.7921758,0.532361,0.8949777,0.7310094
0.74483955,0.55144083,0.3655249,0.7310094
0.58096963,0.56253546,0.08829992,0.5
0.87123203,0.5799717,0.63784146,0.5
0.88405967,0.5286232,0.47962996,0.7310094
0.95139116,0.5632924,0.30194044,0.5
0.28868335,0.49814215,0.029860824,0.5
0.3136502,0.55997527,0.0048669763,0.5000004
0.5618227,0.5700914,0.30581364,0.5
0.7282312,0.681024,0.90091944,0.7310094
0.46889478,0.5377995,0.4727132,0.7310094
0.77084726,0.55227554,0.011892027,0.5000004
0.85191536,0.8474361,0.92865527,0.5000004
0.8245594,0.66451454,0.92145467,0.7310094
0.7736359,0.78317803,0.82834804,0.7310094
0.9296215,0.71564037,0.42370415,0.7310094
0.5164313,0.5315284,0.13110739,0.5000004
0.653817,0.54829645,0.18417872,0.5
0.5530486,0.5536667,0.022492955,0.5
0.32217717,0.46285748,0.028812073,0.5
0.45085567,0.506507,0.5714722,0.7310094
0.24501921,0.37557584,0.045013618,0.5
0.75786597,0.61637527,0.45816854,0.7310094
0.96919703,0.8346913,0.9498709,0.7310094
0.6052246,0.54008037,0.6071544,0.7310094
0.92043966,0.4831769,0.94683725,0.7310094
0.23594019,0.13917212,0.37606597,0.5
0.9127828,0.39105812,0.3656941,0.7310094
0.37847131,0.57827044,0.89548445,0.7310094
0.15078287,0.7693081,0.39085048,0.5
0.8333022,0.5822193,0.57112694,0.7310094
0.91300535,0.5534611,0.79651576,0.7310094
0.66931224,0.61057216,0.73925275,0.7310094
0.8265193,0.5560726,0.015685676,0.5
0.8691992,0.7091215,0.43709937,0.7310094
0.3022784,0.6193488,0.8480338,0.7310094
0.96228194,0.85051984,0.91081995,0.7310094
0.93800735,0.80831116,0.81782097,0.7310094
0.40528622,0.5347871,0.0050294874,0.5
0.6594683,0.5550707,0.24445787,0.5
0.3069988,0.6404491,0.35387588,0.5
0.7071094,0.63407815,0.6605932,0.7310094
0.19868721,0.6482801,0.1173291,0.5
0.85228777,0.41290468,0.9388103,0.7310094
0.8479678,0.42879602,0.14179297,0.5
0.7166734,0.5780388,0.90006834,0.7310094
0.6945886,0.6774798,0.8979766,0.7310094
0.72445315,0.6219256,0.9000855,0.7310094
0.6406141,0.65262765,0.5961415,0.7310094
0.9241814,0.79927343,0.11095358,0.5
0.1733901,0.55752736,0.42478007,0.5
0.7947042,0.5604185,0.5563629,0.7310094
0.6377473,0.5543792,0.4668773,0.7310094
0.82683104,0.6481307,0.38431764,0.7310094
0.7674059,0.5936674,0.41484192,0.7310094
0.7308602,0.556642,0.4696327,0.7310094
0.7006073,0.5602913,0.15812005,0.5
0.038245246,0.40736902,0.1149635,0.5000004
0.96050316,0.8230904,0.94586223,0.7310094
0.8621942,0.6500994,0.40495035,0.7310094
0.81000656,0.44718674,0.88464016,0.7310094
0.74308175,0.6015009,0.89791083,0.7310094
0.95676166,0.8234478,0.877954,0.7310094
0.86358434,0.56860393,0.65211266,0.7310094
0.7464898,0.5822027,0.8903083,0.7310094
0.8211456,0.5497632,0.42483157,0.7310094
0.9436852,0.71401316,0.9175522,0.7310094
0.8350486,0.63904935,0.22773886,0.7310094
0.90584767,0.52502537,0.922307,0.7310094
0.87053037,0.45991486,0.91074914,0.7310094
0.9409105,0.84185153,0.91606164,0.7310094
0.684211,0.5562149,0.8483514,0.7310094
0.0056297765,0.27565223,0.44649586,0.5
0.3477198,0.5505217,0.03737757,0.5
0.6985134,0.5329952,0.71155375,0.7310094
0.34341067,0.5667977,0.055196043,0.5
0.9322344,0.8082167,0.90258425,0.7310094
0.923685,0.44585124,0.08698911,0.7310094
0.21243955,0.5966906,0.37429726,0.5
0.62704915,0.7631284,0.93943757,0.7310094
0.8377489,0.5492312,0.2228045,0.5
0.9167499,0.797189,0.68471247,0.7310094
0.8238622,0.710955,0.3709519,0.7310094
0.6622069,0.79609233,0.7388549,0.7310094
0.7977752,0.63409543,0.8241066,0.7310094
0.796768,0.83624417,0.113185614,0.7310094
0.965629,0.80883133,0.8625209,0.7310094
0.9548885,0.6860709,0.8682304,0.7310094
0.5551885,0.81191975,0.608381,0.5
0.04650847,0.5935004,0.81246495,0.5
0.036592457,0.53922087,0.046569873,0.5
0.9300121,0.7963057,0.8342041,0.7310094
0.2303823,0.15179163,0.23569942,0.5
0.25093055,0.7318998,0.31965873,0.5
0.19799753,0.5534283,0.012440704,0.5
0.7298084,0.40445197,0.6839298,0.7310094
0.7957165,0.7432493,0.8863117,0.7310094
0.23440343,0.23336844,0.19283827,0.5
0.6472576,0.2866751,0.92018217,0.5
0.7155331,0.21709564,0.78318447,0.50012994
0.45520625,0.57113844,0.9355605,0.7310094
0.867131,0.7609662,0.91264045,0.7310094
0.9437553,0.73241156,0.91803527,0.7310094
0.8946577,0.8438385,0.90659857,0.7310094
0.6956209,0.84135425,0.8368889,0.7310094
0.9579399,0.21165738,0.7707901,0.7310094
0.967582,0.79185146,0.81293917,0.7310094
0.9500148,0.16099313,0.7664766,0.7310094
0.094807014,0.09069204,0.039191023,0.5
0.812873,0.8216978,0.6580783,0.7310094
0.38811195,0.55145293,0.03471832,0.5
0.9146479,0.5363255,0.42737767,0.7310094
0.77822834,0.5221679,0.78158146,0.7310094
0.902256,0.64489466,0.9628664,0.7310094
0.47450382,0.49287271,0.8760228,0.7310094
0.81762326,0.49085513,0.42826355,0.7310094
0.50346076,0.47545466,0.31855842,0.5
0.60480726,0.29081818,0.9122286,0.7310094
0.5082351,0.55459917,0.9162398,0.7310094
0.77914596,0.56889915,0.8238137,0.7310094
0.62750465,0.85542464,0.76624393,0.7310094
0.6123935,0.8049612,0.60696316,0.5
0.5089815,0.78527474,0.328607,0.5000004
0.9347236,0.81476235,0.786376,0.7310094
0.7987606,0.6150927,0.6894778,0.7310094
0.9462073,0.8370338,0.90629613,0.7310094
0.83807504,0.8318545,0.8452062,0.7310094
0.851301,0.76613814,0.9072821,0.7310094
0.55669785,0.46426615,0.7981582,0.5
0.85085857,0.7537166,0.9299396,0.7310094
0.53537077,0.7775259,0.38158983,0.5
0.7721008,0.55134517,0.946638,0.7310094
0.2296675,0.5405483,0.03179011,0.5
0.39960918,0.55857223,0.28821045,0.7310094
0.6242162,0.46856004,0.9270308,0.7310094
0.5700769,0.49783552,0.9268941,0.7310094
0.55186546,0.48052138,0.93599737,0.7310094
0.1882363,0.44636145,0.10664802,0.5
0.52216285,0.81721973,0.0029222295,0.5
0.9665796,0.7515147,0.9160393,0.7310094
0.94938636,0.59868836,0.7837385,0.7310094
0.789053,0.797282,0.92138624,0.7310094
0.9223238,0.80831146,0.9247653,0.7310094
0.8935195,0.69349784,0.81218785,0.7310094
0.9216737,0.7585985,0.8030788,0.7310094
0.66015303,0.4303208,0.8351107,0.7310094
0.9663609,0.8246753,0.87675923,0.7310094
0.9611558,0.76134604,0.8382541,0.7310094
0.9565244,0.098253876,0.6589091,0.7310094
0.020189008,0.7831193,0.23096947,0.5
0.7180112,0.5924011,0.0334342,0.5
0.9281863,0.16975717,0.8884821,0.7310094
0.24554722,0.40588254,0.40422475,0.7310094
0.9014651,0.5692324,0.12443807,0.5
0.7471743,0.546918,0.4162566,0.7310094
0.5026598,0.58479,0.47408405,0.7310094
0.31560683,0.7928826,0.95669776,0.7310094
0.6168268,0.6354832,0.42999363,0.5
0.33991784,0.4037248,0.4024934,0.7310094
0.2927526,0.48420274,0.08593857,0.7310094
0.06258011,0.13156319,0.46712244,0.5
0.90799123,0.604941,0.81120354,0.7310094
0.9608489,0.83370465,0.9100897,0.7310094
0.9661008,0.79780734,0.8884751,0.7310094
0.96128076,0.36126712,0.8495263,0.7310094
0.7414158,0.4883238,0.9018014,0.7310094
0.6853067,0.31012052,0.84233534,0.7310094
0.9429045,0.81350213,0.59579974,0.7310094
0.31774232,0.820323,0.1971906,0.5
0.93895334,0.7990142,0.71576,0.5
0.21082938,0.5824642,0.35860914,0.7310094
0.6039537,0.33000255,0.17099811,0.5000004
0.6341985,0.36507615,0.43032846,0.5
0.65638274,0.62107986,0.449523,0.7310094
0.73541355,0.5007588,0.80023086,0.7310094
0.60622996,0.5457785,0.30808416,0.7310094
0.94152445,0.6157307,0.91249615,0.7310094
0.9692518,0.8384904,0.8074535,0.7310094
0.14676534,0.8057056,0.6687389,0.7310094
0.27240673,0.81063676,0.22525515,0.5
0.8514107,0.7168688,0.764869,0.7310094
0.09744222,0.78788775,0.5716687,0.5
0.93020076,0.68279034,0.16344878,0.5
0.04011793,0.72138715,0.40987375,0.5
0.63765794,0.76697993,0.8799823,0.7310094
0.4261131,0.1549947,0.884742,0.7310094
0.37663928,0.55373096,0.095850565,0.5
0.58306134,0.51015747,0.44278088,0.5
4.341544e-07,0.036963522,0.051713683,0.5
0.65727276,0.5607332,0.25798523,0.7310094
0.76617694,0.51841235,0.4194432,0.7310094
0.4642526,0.43038127,0.42250884,0.7310094
0.026256483,0.12009587,0.18079324,0.5
0.90277416,0.5760893,0.835168,0.7310094
1.966453e-07,0.53636193,9.286806e-05,0.5
0.38537335,0.769881,0.9169088,0.7310094
0.7881181,0.73710704,0.03268614,0.5
0.5383184,0.7811959,0.29941896,0.5
0.58654004,0.8119489,0.9033759,0.5
0.48041302,0.4029646,0.23714803,0.5
0.27235124,0.8052265,0.17520867,0.5
0.90875065,0.8192765,0.37467355,0.7310094
0.90698147,0.8300974,0.9264188,0.7310094
0.9090062,0.75852853,0.8258144,0.7310094
0.03504679,0.12202946,0.4171251,0.5
0.59045076,0.46839374,0.72016484,0.7310094
0.89082766,0.4434936,0.31841248,0.7310094
0.5626578,0.5391006,0.9215083,0.7310094
0.8743186,0.36068696,0.44361666,0.7310094
0.021586284,0.8209176,0.05096778,0.5
0.90136033,0.81558025,0.025004093,0.5
0.55471087,0.21904495,0.05957952,0.5
0.9413721,0.7948658,0.760912,0.7310094
0.929888,0.754494,0.830305,0.7310094
0.23528495,0.43765724,0.7562208,0.5
0.96290666,0.83374137,0.9078782,0.7310094
0.16961427,0.16801615,2.0400561e-05,0.50012994
0.93102366,0.8321203,0.89866585,0.7310094
0.776851,0.8011459,0.91461945,0.7310094
0.9520338,0.7998466,0.7555596,0.7310094
0.7497716,0.5534405,0.44149807,0.7310094
0.35026494,0.14858305,0.34119114,0.5
0.66531914,0.4882064,0.6455189,0.7310094
0.73175603,0.3830505,0.19084145,0.5
0.3582721,0.23919846,0.94397837,0.7310094
0.885912,0.81703836,0.91164094,0.7310094
0.2834178,0.8114411,0.26480982,0.5
0.95933044,0.82599723,0.89354944,0.7310094
0.9057683,0.53220356,0.5880138,0.7310094
0.7386129,0.8297535,0.8526929,0.7310094
0.96057695,0.83987874,0.8560667,0.7310094
0.1896335,0.82198817,0.12407184,0.5
0.83701783,0.13391677,0.9537876,0.7310094
0.28555477,0.79970175,0.88195026,0.5
0.22908588,0.1583256,0.24882796,0.5
0.428735,0.55256814,0.0958103,0.5
0.56657225,0.5202682,0.81708676,0.7310094
0.7551437,0.5601769,0.5717385,0.7310094
0.5593254,0.51393586,0.49906725,0.7310094
0.37064672,0.47519657,0.38282868,0.5
0.11703341,0.61010355,0.60567236,0.7310094
0.32773936,0.56683046,0.6139492,0.7310094
0.8068514,0.35190812,0.46066034,0.7310094
0.89110786,0.79815185,0.84571576,0.7310094
0.8319617,0.8007269,0.29936835,0.7310094
0.6133073,0.784794,0.22880849,0.5
0.66176087,0.8422273,0.33450454,0.5
0.1675546,0.48730314,0.18102507,0.5
0.9531215,0.6468556,0.96028554,0.7310094
0.36085495,0.51007736,0.70096725,0.7310094
0.09013659,0.48102123,0.38735858,0.5
0.66540164,0.58453697,0.92099446,0.7310094
0.75281936,0.32669133,0.45068833,0.7310094
0.11386918,0.06595104,0.18218663,0.5
0.8144086,0.5599839,0.45309713,0.7310094
0.67175967,0.26781863,0.047930416,0.5
0.23609711,0.5175247,0.15574926,0.5
0.5924352,0.55774,0.3892696,0.7310094
0.59685224,0.5143552,0.41217974,0.7310094
0.234237,0.5094499,0.9048564,0.7310094
0.960422,0.84372926,0.9167798,0.7310094
0.030228527,0.12957017,0.0021085015,0.5
0.8664766,0.8171425,0.9211536,0.7310094
0.6184778,0.56475943,0.9010443,0.7310094
0.84042245,0.738624,0.5417312,0.7310094
0.5804583,0.6512084,0.8936831,0.7310094
0.09495471,0.44975823,0.39031783,0.5
0.89021885,0.49747208,0.86349493,0.7310094
0.6794657,0.5394514,0.9044152,0.7310094
0.6029914,0.5242273,0.4521695,0.5
0.69281316,0.61105627,0.4317966,0.7310094
0.5586925,0.84147954,0.854263,0.7310094
0.8894595,0.62812394,0.43026182,0.7310094
0.340437,0.31521174,0.3408415,0.5
0.67546576,0.52509046,0.06352396,0.5
0.5684113,0.3301906,0.7613361,0.7310094
0.38972363,0.546569,0.40836418,0.7310094
0.16520263,0.16686402,0.9436562,0.7310094
0.3824048,0.36992452,0.8653482,0.5
0.9491467,0.75206536,0.9243405,0.7310094
0.9408783,0.81865615,0.9155737,0.7310094
0.94146186,0.63968533,0.8806356,0.7310094
0.9110338,0.71776843,0.7226687,0.7310094
0.4517871,0.5647256,0.04563595,0.5
0.6509499,0.76754856,0.9586117,0.7310094
0.646225,0.5162713,0.14907053,0.7310094
0.5417406,0.4676456,0.39763114,0.7310094
0.0997141,0.5959214,0.52120507,0.7310094
0.17951936,0.15298633,0.7502755,0.7310094
0.17657514,0.5860864,0.95777303,0.7310094
0.8139816,0.3618419,0.4786028,0.7310094
0.2064417,0.5323945,0.11678513,0.5
0.555078,0.49586102,0.8933434,0.7310094
0.95853174,0.8109482,0.8970836,0.7310094
0.19587557,0.5559029,0.44577205,0.5
0.9674631,0.8471503,0.8765127,0.7310094
0.62839544,0.35332742,0.8516335,0.7310094
0.94644916,0.7242138,0.8864789,0.7310094
0.05671126,0.63904995,0.2854356,0.5
0.96558785,0.79234016,0.90948033,0.7310094
0.8651964,0.767598,0.92131156,0.7310094
0.79014254,0.808342,0.91894007,0.7310094
0.1917832,0.5121135,0.022657275,0.5
0.7264439,0.55710775,0.050100323,0.5
0.1577697,0.56303716,0.0048849047,0.5
0.7731982,0.58794653,0.4511938,0.7310094
0.6227146,0.6609682,0.39868397,0.7310094
0.06902429,0.47868615,0.3740221,0.5
0.73258746,0.8007493,0.86757916,0.7310094
0.49857178,0.19356576,0.82499224,0.50012994
0.78726673,0.7726645,0.053479627,0.5
0.9242353,0.8543024,0.8305457,0.7310094
0.68307596,0.60186803,0.8465221,0.7310094
0.2983407,0.43470958,0.26055574,0.5
0.93686116,0.73123753,0.84221154,0.7310094
0.15891233,0.56798226,0.14653414,0.5
0.7546058,0.78806466,0.91094893,0.7310094
0.94835246,0.76690406,0.9202163,0.7310094
0.8802528,0.50716573,0.85184556,0.7310094
0.67253554,0.604086,0.44851556,0.7310094
0.121735215,0.41484708,0.22533499,0.5
0.96580774,0.7228763,0.908733,0.7310094
0.90544945,0.8473251,0.9155862,0.7310094
0.7630437,0.51843065,0.7133144,0.7310094
0.5222974,0.59123796,0.33453268,0.5
0.56117076,0.6826575,0.17195989,0.7310094
0.14487916,0.5463006,0.12730768,0.5
0.90760475,0.8075841,0.18671039,0.5
0.96286327,0.8547259,0.8019534,0.7310094
0.83960193,0.75935113,0.8230517,0.7310094
0.6377511,0.62121207,0.8307887,0.7310094
0.81237555,0.84470546,0.8991224,0.7310094
0.95285535,0.6783991,0.85633326,0.7310094
0.96220267,0.8326529,0.87205136,0.7310094
0.86302584,0.47870466,0.001248842,0.5
0.6773716,0.85436255,0.88955635,0.7310094
0.8283506,0.58717436,0.8354546,0.7310094
0.15988216,0.52912235,0.038733594,0.5
0.88321495,0.5469202,0.30612183,0.7310094
0.1802239,0.5796201,0.49021533,0.7310094
0.7551719,0.25571114,0.14958428,0.5000004
0.937804,0.68973863,0.46014535,0.7310094
0.49641997,0.5602566,0.026660727,0.5
0.01282122,0.00024407335,0.9207149,0.5
0.64249045,0.5317733,0.23207502,0.7310094
0.42718264,0.47905394,0.2598923,0.7310094
0.15171081,0.18469359,0.5012974,0.5
0.8234804,0.8026992,0.86806566,0.7310094
0.5531497,0.5161189,0.0025548828,0.5
0.7043078,0.8147185,0.6081179,0.7310094
0.75324976,0.8419393,0.9190298,0.7310094
0.933326,0.64042,0.7721706,0.7310094
0.28321058,0.4103718,0.0020494969,0.5
0.8348407,0.80873907,0.15427801,0.5
0.9295,0.8081335,0.88807684,0.7310094
0.793201,0.5987775,0.88457894,0.7310094
0.95803815,0.73850316,0.7780037,0.7310094
0.95357674,0.17091422,0.09676683,0.7310094
0.026201515,0.0685395,0.938019,0.5
0.5293991,0.43258122,0.93668205,0.5
0.55619097,0.55404234,0.91745085,0.7310094
0.7640438,0.5030878,0.34971094,0.5
0.90486044,0.7442423,0.96255153,0.7310094
0.20704131,0.15027726,0.9401253,0.7310094
0.040205978,0.48424897,0.8499164,0.7310094
0.12975362,0.5379544,0.18187794,0.5
0.81830466,0.546225,0.38501993,0.5
0.8942244,0.6718016,0.95555925,0.7310094
0.81146955,0.72329986,0.4015479,0.7310094
0.5914102,0.8184966,0.9473073,0.7310094
0.9485795,0.71347576,0.9479626,0.7310094
0.010151741,0.12638922,0.8795659,0.50012994
0.8095723,0.6647881,0.9585782,0.7310094
0.85644513,0.4855781,0.0057711583,0.5
0.89040565,0.84901315,0.35191453,0.7310094
0.5015464,0.73615754,0.8946309,0.5
0.7989488,0.8267944,0.396029,0.7310094
0.50058,0.03886524,0.91570103,0.50012994
0.47369212,0.14817902,0.47011015,0.7310094
0.94379294,0.22766568,0.8693788,0.7310094
0.057384197,0.16538386,0.12981616,0.5
0.90184045,0.59574056,0.91866624,0.7310094
0.08605793,0.042141728,0.922941,0.50012994
0.92707425,0.82654166,0.39513323,0.5
0.7845674,0.6392603,0.82994217,0.7310094
0.96253455,0.843137,0.9201531,0.7310094
0.88908494,0.69539994,0.39429638,0.7310094
0.95851356,0.6970525,0.4331227,0.7310094
0.956224,0.6132005,0.4281996,0.7310094
0.9625763,0.33384258,0.91512203,0.7310094
0.95566714,0.37201822,0.26711857,0.7310094
0.35536882,0.80830604,0.55137044,0.5
0.9112632,0.6625488,0.40689227,0.7310094
0.89113086,0.7620758,0.8589554,0.7310094
0.76754797,0.5388335,0.9002481,0.7310094
0.9096488,0.79270285,0.43557018,0.7310094
0.95582706,0.7338944,0.4415162,0.7310094
0.25617462,0.3789761,0.3683935,0.5
0.9182105,0.8342211,0.95979726,0.7310094
0.9558453,0.80615383,0.9586937,0.7310094
0.910171,0.67179817,0.95665824,0.7310094
0.11023577,0.03464353,0.39156303,0.50012994
0.95562977,0.58349466,0.21592957,0.7310094
0.96058816,0.8523484,0.4287065,0.7310094
0.9652703,0.5899073,0.01625894,0.50012994
0.23644073,0.8025078,0.5115808,0.5
0.8920244,0.7534903,0.4073999,0.7310094
0.25336897,0.40166855,0.8408923,0.5
0.9590543,0.78054106,0.9447178,0.7310094
0.94743615,0.7650153,0.9336508,0.7310094
0.8818779,0.6908422,0.9400191,0.7310094
0.93924665,0.5692684,0.22212651,0.5
0.8425687,0.81814337,0.44285166,0.7310094
0.11399561,0.6935999,0.020971123,0.50012994
0.93376577,0.65401393,0.42680064,0.7310094
0.8047485,0.76366436,0.95411307,0.7310094
0.8722442,0.72461385,0.74605805,0.7310094
0.7368853,0.7368207,0.95698553,0.7310094
0.6693963,0.5661796,0.95693815,0.7310094
0.9524958,0.21244954,0.74969923,0.7310094
0.9583822,0.563979,0.57757604,0.7310094
0.9137018,0.79087514,0.90363497,0.7310094
0.17936616,0.13759945,0.89070374,0.7310094
0.95399505,0.8173339,0.42351538,0.7310094
0.82962,0.56840336,0.9027723,0.7310094
0.9579474,0.8110474,0.6338062,0.7310094
0.54370606,0.8324749,0.29336372,0.5
0.96240544,0.8209744,0.921208,0.7310094
0.031383604,0.04705817,0.7564441,0.50012994
0.9517681,0.8086372,0.54629624,0.7310094
0.8714607,0.82924503,0.49535832,0.7310094
0.7215524,0.7666042,0.26652598,0.7310094
0.7019214,0.82868224,0.50629616,0.7310094
0.95692694,0.4911634,0.7636768,0.7310094
0.4788373,0.4493464,0.43612096,0.7310094
0.6612706,0.794377,0.47972786,0.7310094
0.9517327,0.79970837,0.90882695,0.7310094
0.89048404,0.78324217,0.92180884,0.7310094
0.791388,0.8268565,0.914139,0.7310094
0.72264427,0.54811347,0.915753,0.7310094
0.8516993,0.72951686,0.47841015,0.7310094
0.8846808,0.8076593,0.42172673,0.7310094
0.66601396,0.61248904,0.27198726,0.7310094
0.9540862,0.3231667,0.89987427,0.7310094
0.037718937,0.14853133,0.44265282,0.5
0.32057622,0.6302367,0.9158739,0.7310094
0.123893894,0.16489749,0.38574865,0.5
0.76936203,0.7758667,0.10070726,0.5
0.040574037,0.13832088,0.090844244,0.7310094
0.94735354,0.7708379,0.89682347,0.7310094
0.13734649,0.46654344,0.85638136,0.50012994
0.7655269,0.25092402,0.8855672,0.7310094
0.45023677,0.01870044,0.91214114,0.7310094
0.9245739,0.7884253,0.35616684,0.7310094
0.95011723,0.68859005,0.3074028,0.7310094
0.6434453,0.84387296,0.9308464,0.7310094
0.011769559,0.00039873333,0.045800064,0.50012994
0.8816541,0.75822437,0.91067755,0.7310094
0.67153025,0.8326403,0.31905296,0.7310094
0.030302022,0.043844007,0.013891172,0.7310094
0.9507959,0.8363654,0.38372833,0.7310094
0.8757212,0.81123424,0.5597959,0.7310094
0.93796253,0.8245094,0.94290614,0.7310094
0.90313184,0.11086993,0.7527401,0.7310094
0.93076676,0.8308507,0.94364536,0.7310094
0.86755663,0.79870754,0.9215247,0.7310094
0.17888676,0.3008375,0.4277773,0.50012994
0.64367205,0.7252144,0.8635651,0.7310094
0.9558027,0.13822702,0.6752746,0.7310094
0.9440976,0.5801009,0.9092847,0.7310094
0.71822363,0.6477053,0.90757847,0.7310094
0.25100717,0.8039523,0.32937625,0.5
0.9593298,0.85313827,0.9597536,0.7310094
0.2630244,0.7996084,0.34495792,0.5
0.870362,0.8526495,0.35846657,0.7310094
0.12412944,0.83847535,0.47638002,0.5
0.9426144,0.84045804,0.4481748,0.7310094
0.9594562,0.120236054,0.9099433,0.7310094
0.9081956,0.62856215,0.9355523,0.7310094
0.5963571,0.84972686,0.46451214,0.7310094
0.649387,0.5744031,0.4889173,0.7310094
