score_fotometria,score_orbital,score_estelar,score_falsos_positivos
0.91910815,0.80145574,0.55240375,0.7310094
0.9524991,0.11387537,0.9258896,0.7310094
0.14553806,0.6159636,0.3984837,0.5
0.9349809,0.6634103,0.44130516,0.7310094
0.15975969,0.41664886,0.7167272,0.50012994
0.7578865,0.6387399,0.32767603,0.5
0.10031871,0.3068651,0.001549906,0.50012994
0.24531752,0.6491989,0.14118184,0.5000004
0.69846165,0.20793937,0.89219487,0.7310094
0.92588717,0.5100536,0.82647306,0.7310094
0.6875853,0.51502883,0.8354824,0.7310094
0.91845775,0.8040641,0.83076155,0.7310094
0.17709091,0.17166348,0.016284043,0.7310094
0.9646913,0.7597313,0.91836625,0.7310094
0.046892535,0.575291,0.245822,0.5
0.8790396,0.62102455,0.7633265,0.7310094
0.70004326,0.5611888,0.13298823,0.5
0.9403175,0.79372936,0.9395784,0.7310094
0.55348706,0.48299095,0.37960917,0.5
0.93926555,0.8361383,0.42735067,0.7310094
0.9516578,0.76123554,0.41821843,0.7310094
0.34820262,0.84120136,0.42009616,0.5
0.05198461,0.1632513,0.40005752,0.5
0.53803486,0.59393144,0.111655526,0.5
0.24416964,0.22798501,0.06474747,0.5
0.8274629,0.6921139,0.36892387,0.7310094
0.959111,0.65177506,0.89546376,0.7310094
0.86970806,0.56034386,0.24282283,0.5
0.81927,0.6013425,0.95494646,0.7310094
0.7632825,0.5691746,0.94872004,0.7310094
0.6003532,0.56814516,0.899664,0.7310094
0.852961,0.6135603,0.87163424,0.7310094
0.6211005,0.38705426,0.8676715,0.7310094
7.7449395e-06,0.12052459,0.066245474,0.50012994
0.93089557,0.5421792,0.26830092,0.7310094
0.94380206,0.6101197,0.9252014,0.7310094
0.9257768,0.6072686,0.9216464,0.7310094
0.9526029,0.8513162,0.80681753,0.7310094
0.8642355,0.83731496,0.48870748,0.7310094
0.20840225,0.13613686,0.7458336,0.5
0.8716527,0.80951774,0.4463812,0.7310094
0.8903811,0.72612035,0.0053138104,0.7310094
0.930664,0.107275754,0.925474,0.7310094
0.84952456,0.5573751,0.80715495,0.7310094
0.20440333,0.46411923,0.32206798,0.5
0.7154019,0.6882469,0.44693246,0.7310094
0.16806702,0.61175734,0.081073515,0.5
0.0047530676,0.11540837,0.036304746,0.50012994
0.92405295,0.63133657,0.42518,0.7310094
0.551147,0.4506958,0.15801431,0.5
0.81749,0.5399411,0.1501712,0.5
0.47582832,0.61373544,0.85223866,0.7310094
0.95723736,0.7364036,0.38359576,0.7310094
0.16168466,0.22513995,0.040997524,0.5
0.9672597,0.57890046,0.8790122,0.7310094
0.011127836,0.25994354,0.93034405,0.5
0.025295947,0.11701679,0.017878756,0.50012994
0.094472565,0.13384964,0.15857074,0.5
0.51074433,0.12290972,0.32165793,0.5
0.88386947,0.76481473,0.0056196367,0.7310094
0.94863266,0.75680596,0.82626694,0.7310094
0.9472315,0.78985405,0.82919174,0.7310094
0.95385367,0.75519377,0.82614225,0.7310094
0.9357133,0.53514796,0.7952828,0.7310094
0.45665988,0.1230852,0.6471183,0.7310094
0.08202272,0.19493231,0.78907543,0.5
0.2217989,0.8109875,0.08495407,0.5
0.9447952,0.84908944,0.4686124,0.7310094
0.10250622,0.6385964,0.53629005,0.5
0.8653801,0.5228798,0.9085252,0.7310094
0.82136714,0.43131205,0.90339357,0.7310094
0.1240387,0.10965063,0.15078007,0.5
0.89503556,0.6939862,0.9114841,0.7310094
0.7413304,0.5254168,0.9177423,0.7310094
0.12068992,0.12026187,0.8791835,0.5
0.07252671,0.5862201,0.42438677,0.5
0.16897693,0.13652118,0.012664258,0.7310094
0.11933461,0.2587647,0.013621425,0.5
0.95398724,0.65356153,0.3853341,0.5
0.49854845,0.84120923,0.5039307,0.7310094
0.77266103,0.66691864,0.49284914,0.7310094
0.9380405,0.6126842,0.9571836,0.7310094
0.9533222,0.50659007,0.33288378,0.7310094
0.2479906,0.033740845,0.00065554515,0.5
0.9272846,0.11036039,0.1688465,0.7310094
0.60207677,0.81184053,0.44225314,0.7310094
0.7601352,0.8474804,0.4313601,0.7310094
0.16012645,0.7613045,0.8207415,0.5
0.30757666,0.65564716,0.89776033,0.5
0.6198662,0.63714576,0.9335974,0.7310094
0.8085405,0.6196342,0.93021965,0.7310094
0.8677363,0.42676148,0.44071156,0.7310094
0.7857057,0.18668616,0.9053585,0.7310094
0.18801719,0.52193266,0.019565446,0.5
0.9592222,0.6040686,0.393617,0.7310094
0.15257303,0.47816494,0.23588806,0.7310094
0.9615883,0.39557728,0.9257527,0.7310094
0.7197591,0.63808566,0.9595156,0.7310094
0.8867617,0.5941479,0.94669825,0.7310094
0.9585486,0.8226602,0.9052345,0.7310094
0.87593555,0.57171685,0.9417481,0.7310094
0.9579864,0.82234824,0.36277154,0.7310094
0.90286314,0.67406327,0.9261654,0.7310094
0.18045695,0.8174432,0.23510966,0.5
0.9243257,0.67908984,0.9039307,0.7310094
0.08622227,0.019071335,0.037712283,0.5
0.079880476,0.16608463,0.50271934,0.5
4.4326316e-05,0.39306065,0.15994433,0.5
0.35527167,0.109982416,0.21794382,0.5
0.09032918,0.09931593,0.13326147,0.5
0.385074,0.8021041,0.30920282,0.5
0.24504292,0.32331547,0.30870992,0.5
0.27281082,0.59424406,0.40221882,0.5
0.9477161,0.8031019,0.9450841,0.7310094
0.9350291,0.66034883,0.12875113,0.5
0.22386222,0.5713732,0.505254,0.7310094
0.525016,0.6010536,0.90484166,0.7310094
